url,label
http://meesho-india.click/account-verify,1
http://185.220.101.225/win-prize/claim?session=expired&relogin=1,1
http://suspend-amazon.ml/card/blocked?action=verify&token=abc123,1
http://gpay.net-banking.click/notice/compliance,1
https://m.bankofbaroda.in/account,0
http://hdfcc.in.net/lucky-draw/enter,1
http://npci-india.site/support/chat,1
https://jiomart.com/contact,0
https://amazonpay.in/order?utm_source=app,0
https://meesho.com/gst-return?utm_source=app,0
https://nha.gov.in/offers/today?ref=home,0
https://mahadiscom.in/services?ref=home,0
http://real-meesho.click/wallet/topup?blocked=card&reason=fraud,1
https://uber.com/web/home?ref=home,0
https://gst.gov.in/reservations,0
https://amazonpay.in/contact?utm_source=app,0
http://refund-flipkart.site/update/download?ref=prize&id=WIN9999,1
https://vi.in/help?utm_source=app,0
http://bit.ly/airtel-cashback,1
http://account-amazon.org.in.top/win-prize/claim?apk=latest&version=2.1,1
https://jiomart.com/pay?utm_source=app,0
https://pay.indusind.com/contact,0
https://rblbank.com/sale/diwali?utm_source=app,0
https://digilocker.gov.in/product/12345,0
http://irctc-india.in.net/survey/complete,1
https://indusind.com/offers/today,0
https://idbibank.com/upi-faqs?ref=home,0
https://bigbasket.com/services,0
http://rb.gy/otp-confirm,1
https://airtel.in/pay?ref=home,0
https://yatra.com/faq?utm_source=app,0
http://203.0.113.184/refund/process?ref=prize&id=WIN9999,1
https://nykaa.com/web/home?utm_source=app,0
http://cashback-swiggy.xyz/warning/action?otp=required&uid=user,1
https://rapido.bike/restaurant/menu?ref=home,0
http://paytm-secure-verify-otp-update.ga/gift/redeem/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
https://flipkart.com/retail/login?utm_source=app,0
http://paytm-official.in/netbanking/login,1
http://www.phonepe-portal.com/win-prize/claim,1
http://lucky-uidai.ga/rate/earn?apk=latest&version=2.1,1
https://linkedin.com/deals?utm_source=app,0
http://short.gy/loan-approved-click,1
https://vi.in/product/12345?ref=home,0
https://cleartrip.com/dashboard?ref=home,0
http://v.gd/epfo-pf-claim,1
http://cutt.ly/flipkart-lucky,1
http://airtel-official.in/aadhaar-verify,1
http://rb.gy/apk-banking-update,1
https://unionbankofindia.co.in/about?utm_source=app,0
https://epfindia.gov.in/api/v1/status?utm_source=app,0
https://bankofbaroda.in/order/track?utm_source=app,0
http://upi-axis.org.in.top/care/ticket?action=verify&token=abc123,1
http://goo.gl/flipkart-lucky,1
http://login.update.kyc.paytm.in.in.net/apk/download,1
https://cashfree.com/retail/login,0
https://cashfree.com/about?utm_source=app,0
https://payumoney.com/?ref=home,0
https://rblbank.com/contact?utm_source=app,0
https://rapido.bike/table/45?ref=home,0
https://redbus.in/upi-faqs?utm_source=app,0
http://nykaa-india.co.in.xyz/gift/redeem,1
https://bsnl.co.in/reservations?utm_source=app,0
https://digilocker.gov.in/settings,0
http://www.airtel-portal.com/aadhaar-verify,1
http://198.51.100.236/alert/security?account=suspended&reason=kyc,1
https://torrentpower.com/services?ref=home,0
https://dunzo.com/cart,0
http://user:pass@swiggy.com.fake.top/apk/download,1
https://kotak.com/checkout?ref=home,0
http://www.paytm-portal.com/netbanking/login,1
http://s.id/vi-reward,1
https://retail.instamojo.com/netbanking,0
https://cesc.co.in/contact,0
https://pnbindia.in/account?ref=home,0
http://swiggy-india.xyz/feedback/reward,1
http://airtel-india.click/support/chat,1
https://sbi.co.in/sale/diwali?ref=home,0
http://secure.account.verify.epfo.in.net/booking/verify,1
https://unionbankofindia.co.in/gst-return,0
http://win-sbi.co.in.xyz/gift/redeem?survey=complete&earn=500,1
https://mobikwik.com/savings,0
https://payumoney.com/offers/today?ref=home,0
https://jio.com/account,0
https://nhp.gov.in/cart,0
https://paytm.com/sale/diwali?ref=home,0
http://cutt.ly/otp-confirm,1
http://buff.ly/free-recharge,1
https://flipkart.com/settings?utm_source=app,0
https://uber.com/credit-card?utm_source=app,0
https://uber.com/help?ref=home,0
http://hdfc-india.click/gift/redeem,1
http://10.0.0.85/notice/compliance?ref=prize&id=WIN9999,1
https://magicpin.in/portal?ref=home,0
https://digilocker.gov.in/credit-card?utm_source=app,0
https://jiomart.com/savings?ref=home,0
https://instamojo.com/product/12345,0
https://jio.com/cart?ref=home,0
http://s.id/gst-notice,1
http://amazon-in-deal.tk/recharge/free,1
http://user:pass@digilocker.gov.in.fake.top/warning/action,1
http://tinyurl.com/free-recharge,1
https://dcbbank.com/account?utm_source=app,0
https://meesho.com/about?ref=home,0
https://bandhanbank.com/portal?utm_source=app,0
https://abhibus.com/upi-faqs,0
http://short.gy/aadhaar-update-now,1
http://v.gd/free-recharge,1
https://apple.com/web/home?utm_source=app,0
https://meesho.com/api/v1/status?utm_source=app,0
http://upi-irctc.cf/wallet/topup?survey=complete&earn=500,1
http://192.168.1.203/customer/helpdesk?survey=complete&earn=500,1
http://short.gy/income-tax-refund,1
http://icici.net-banking.org.in.top/id-proof/submit,1
https://amazonpay.in/api/v1/status?utm_source=app,0
http://t.co/paytm-reward,1
https://ixigo.com/account?utm_source=app,0
https://kotak.com/offers/today?ref=home,0
